Asset ID,Street,City,Post Code,Building Number,Building Name,Sub-Building,Region,Country,Latitude,Longitude,Building ID,Property Identifier,Year,Scenario,Flood Defences,Physical Risk Score,River Flood Score,River Flood Severity Value (maximum depth (m)),River Flood Severity Lower Bound,River Flood Severity Upper Bound,River Flood Reliability,Surface Flood Score,Surface Flood Severity Value (maximum depth (m)),Surface Flood Severity Lower Bound,Surface Flood Severity Upper Bound,Surface Flood Reliability,Coastal Flood Score,Coastal Flood Severity Value (maximum depth (m)),Coastal Flood Severity Lower Bound,Coastal Flood Severity Upper Bound,Coastal Flood Reliability,Wildfires Score,Wildfires Severity Value (No of fire weather days),Wildfires Severity Lower Bound,Wildfires Severity Upper Bound,Wildfires Likelihood,Wildfires Reliability,Wildfires Climate Reliability,Storms Score,Storms Severity Value (3s gust wind speed (km/h)),Storms Severity Lower Bound,Storms Severity Upper Bound,Storms Reliability,Storms Climate Reliability,Tropical Cyclones Score,Tropical Cyclones Severity Value (3s gust wind speed (km/h)),Tropical Cyclones Severity Lower Bound,Tropical Cyclones Severity Upper Bound,Tropical Cyclones Reliability,Tropical Cyclones Climate Reliability,Subsidence Score,"Subsidence Severity Value (indicator [0,2])",Subsidence Severity Lower Bound,Subsidence Severity Upper Bound,Subsidence Reliability,Subsidence Climate Reliability,Landslide Score,Landslide Likelihood,Landslide Reliability,Landslide Climate Reliability,Extreme Heat Days Score,Extreme Heat Days Severity Value (No of heatwave days),Extreme Heat Days Severity Lower Bound,Extreme Heat Days Severity Upper Bound,Extreme Heat Days Reliability,Extreme Heat Days Climate Reliability,Drought Score,Drought Severity Value (Magnitude),Drought Severity Lower Bound,Drought Severity Upper Bound,Drought Likelihood,Drought Reliability,Drought Climate Reliability,Age Category,Age Category Flag,Asset Use,Asset Type,Structure Category,Flood Elevation Structure,Building Replacement Cost,Gross Premise Area Flag,Gross Premise Area,Floor Count,Currency,Unit of Length,River Flood Loss,Surface Flood Loss,Coastal Flood Loss,Subsidence Loss,Landslide Loss,Wildfires Loss,Storms Loss,Tropical Cyclones Loss,Total Building Loss,Total Loss per Unit/Flat,Total Loss Percentage,Unit/Flat Volume,Basement
4,,,,,,,East Midlands (England),United Kingdom,52.8548146185,0.1709734372,22418623,,2045,ssp370,Undefended,E,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,F,1.82,1.74,1.9,,B,5.53342,0.0,14.520156,0.187452,0.75,0.9353354,E,157.5,145.800003,171.0,0.83,0.83,,,,,,,A,0.973563,0.0,1.0,0.75,0.9361328,A,0.0,0.93,0.9353354,C,12.583333,3.0,27.200001,0.8968716,0.8968716,C,4.784795,1.431813,9.528788,0.162974,0.65,0.65,post-1985,M,residential,SINGLE_RES,C_4,Not applied,35838.0,A,26.4,1.0,GBP,Metres,0.0,0.0,3534.0,34.0,0.0,49.0,18.0,0.0,3636.0,3636.0,0.101447473,1.0,0.0
5,Durhams Road,Spalding,PE12 9NJ,5.0,,,East Midlands (England),United Kingdom,52.8607484,0.1335514,,,2045,ssp370,Undefended,A,A,0.0,0.0,0.0,,D,0.08,0.02,0.1,,F,1.85,1.73,1.98,,B,5.542195,0.0,14.609558,0.163036,0.75,0.9353354,E,157.5,145.800003,171.0,0.83,0.83,,,,,,,A,0.974478,0.0,1.0,0.75,0.9361328,A,1e-06,0.93,0.9353354,C,12.433333,3.0,27.1,0.8968716,0.8968716,C,4.784795,1.431813,9.528788,0.162974,0.65,0.65,post-1985,D,commercial,,C_5,Not applied,1263991.0,D,1000.0,1.0,GBP,Metres,0.0,410.0,28698.0,1213.0,0.0,644.0,60.0,0.0,31025.0,31025.0,0.0245451989,1.0,0.0
6,Marsh Rd,Holbeach Hurn,PE12 8JY,1.0,,,East Midlands (England),United Kingdom,52.8231572,0.0656962,4441069,100032161463,2045,ssp370,Undefended,A,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,C,0.0,0.0,0.0,,A,6.386434,0.0,17.398666,0.118228,0.75,0.9353354,E,154.800003,143.099991,168.300003,0.83,0.83,,,,,,,B,1.06086,1.0,1.15,0.75,0.9361328,A,1e-06,0.93,0.9353354,C,12.433333,3.0,27.1,0.8968716,0.8968716,C,4.901132,1.09751,10.267331,0.16738,0.65,0.65,pre-1919,M,residential,SINGLE_RES,C_5,Not applied,317381.0,A,233.8,2.0,GBP,Metres,0.0,0.0,151.0,431.0,0.0,0.0,15.0,0.0,597.0,597.0,0.0018824456,1.0,0.0
7,,,,,,,East Midlands (England),United Kingdom,52.8088689,0.1259753,23062655,100030887449,2045,ssp370,Undefended,A,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,E,0.6,0.5,0.72,,B,6.447906,0.0,17.468046,0.163153,0.75,0.9353354,E,154.800003,143.099991,168.300003,0.83,0.83,,,,,,,B,1.066489,1.0,1.15,0.75,0.9361328,A,6e-06,0.93,0.9353354,C,12.433333,3.0,27.1,0.8968716,0.8968716,C,4.833893,1.41849,9.350992,0.164992,0.65,0.65,pre-1919,M,residential,SINGLE_RES,C_5,Not applied,268240.0,A,197.6,2.0,GBP,Metres,0.0,0.0,692.0,372.0,0.0,147.0,13.0,0.0,1225.0,1225.0,0.0045657218,1.0,0.0
8,Pinstock Lane,Spalding,PE12 0BT,,,,East Midlands (England),United Kingdom,52.7960426,0.0741809,22823054,100030891649,2045,ssp370,Undefended,A,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,D,0.17,0.12,0.25,,A,6.823754,0.0,18.775633,0.127764,0.75,0.9353354,E,154.800003,143.099991,168.300003,0.83,0.83,,,,,,,C,1.274322,1.15,1.3,0.75,0.9361328,A,3e-06,0.93,0.9353354,C,12.433333,3.0,27.1,0.8968716,0.8968716,C,4.901132,1.09751,10.267331,0.16738,0.65,0.65,pre-1919,M,residential,SINGLE_RES,C_5,Not applied,221542.0,A,163.2,2.0,GBP,Metres,0.0,0.0,254.0,633.0,0.0,0.0,11.0,0.0,898.0,898.0,0.0040552155,1.0,0.0
9,Witham Town,Boston,PE21 9JY,6.0,,,East Midlands (England),United Kingdom,52.9835697,-0.0310725,13519302,200004467536,2045,ssp370,Undefended,A,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,B,0.0,0.0,0.0,,A,3.994435,0.0,9.378545,0.096628,0.75,0.9353354,E,155.699997,144.899994,169.199997,0.83,0.83,,,,,,,B,1.043702,1.0,1.15,0.75,0.9361328,A,1e-06,0.93,0.9353354,C,12.708333,3.0,28.1,0.8968716,0.8968716,D,5.262764,1.532634,10.246646,0.17243,0.65,0.65,post-1985,M,agriculture,AGRICULTURE,C_5,Not applied,216142.0,A,171.0,2.0,GBP,Metres,0.0,0.0,34.0,274.0,0.0,0.0,10.0,0.0,318.0,318.0,0.0014700252,1.0,0.0
1,,,,,,,East Midlands (England),United Kingdom,52.7702909069,0.1894779759,23047437,100030889668,2050,ssp370,Undefended,A,A,0.0,0.0,0.0,,D,0.07,0.06,0.07,,E,0.64,0.55,0.75,,A,7.614806,0.0,20.472769,0.101657,0.75,0.9353354,E,157.5,145.800003,172.799988,0.83,0.83,,,,,,,B,1.078453,1.0,1.15,0.75,0.9361328,A,3e-06,0.93,0.9353354,C,14.883333,3.9,32.099998,0.8968716,0.8968716,C,5.856081,1.391098,10.201965,0.148126,0.65,0.65,pre-1919,M,residential,SINGLE_RES,C_5,Not applied,1119385.0,A,824.6,2.0,GBP,Metres,0.0,256.0,4530.0,1624.0,0.0,0.0,53.0,0.0,6463.0,1293.0,0.0057736879,5.0,0.0
10,Main Rd,Boston,PE22 9AZ,,,,East Midlands (England),United Kingdom,53.0673153,0.1993399,,,2050,ssp370,Undefended,E,A,0.0,0.0,0.0,,D,0.42,0.39,0.43,,F,2.86,2.77,2.94,,B,3.266371,0.0,9.325529,0.170588,0.75,0.9353354,E,159.300003,147.599991,174.599991,0.83,0.83,,,,,,,B,1.007353,1.0,1.15,0.75,0.9361328,A,1e-06,0.93,0.9353354,A,4.275,0.0,12.1,0.8968716,0.8968716,C,5.931305,1.543174,10.61722,0.130002,0.65,0.65,post-1985,D,commercial,,C_5,Not applied,1263991.0,D,1000.0,1.0,GBP,Metres,0.0,2064.0,160500.0,1389.0,0.0,868.0,60.0,0.0,164881.0,164881.0,0.1304449017,1.0,0.0
2,,,,,,,East Midlands (England),United Kingdom,52.8408284176,0.1697058665,23337180,200001147586,2050,ssp370,Undefended,B,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,F,1.48,1.37,1.62,,A,6.409025,0.0,17.572342,0.138198,0.75,0.9353354,E,157.5,144.899994,172.799988,0.83,0.83,,,,,,,A,0.978059,0.0,1.0,0.75,0.9361328,A,1e-06,0.93,0.9353354,C,14.883333,3.9,32.099998,0.8968716,0.8968716,C,5.856081,1.391098,10.201965,0.148126,0.65,0.65,post-1985,A,residential,SINGLE_RES,C_4,Not applied,297561.0,A,219.2,1.0,GBP,Metres,0.0,0.0,8504.0,290.0,0.0,0.0,146.0,0.0,8940.0,8940.0,0.0300448772,1.0,0.0
3,,,,,,,East Midlands (England),United Kingdom,52.8494594446,0.1414652949,917061,,2050,ssp370,Undefended,A,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,E,1.31,1.18,1.46,,A,6.326804,0.0,17.622305,0.090623,0.75,0.9353354,E,157.5,144.899994,172.799988,0.83,0.83,,,,,,,A,0.971104,0.0,1.0,0.75,0.9361328,A,1e-06,0.93,0.9353354,C,14.741667,3.9,32.0,0.8968716,0.8968716,C,5.856081,1.391098,10.201965,0.148126,0.65,0.65,post-1985,M,residential,SINGLE_RES,C_4,Not applied,31765.0,A,23.4,1.0,GBP,Metres,0.0,0.0,553.0,30.0,0.0,0.0,16.0,0.0,599.0,599.0,0.0188665896,1.0,0.0
4,,,,,,,East Midlands (England),United Kingdom,52.8548146185,0.1709734372,22418623,,2050,ssp370,Undefended,E,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,F,1.86,1.76,1.96,,B,6.145879,0.0,16.875515,0.187452,0.75,0.9353354,E,157.5,144.899994,172.799988,0.83,0.83,,,,,,,A,0.975041,0.0,1.0,0.75,0.9361328,A,0.0,0.93,0.9353354,C,14.883333,3.9,32.099998,0.8968716,0.8968716,C,5.41246,1.418099,9.839777,0.136008,0.65,0.65,post-1985,M,residential,SINGLE_RES,C_4,Not applied,35838.0,A,26.4,1.0,GBP,Metres,0.0,0.0,3674.0,34.0,0.0,50.0,18.0,0.0,3776.0,3776.0,0.1053668533,1.0,0.0
5,Durhams Road,Spalding,PE12 9NJ,5.0,,,East Midlands (England),United Kingdom,52.8607484,0.1335514,,,2050,ssp370,Undefended,B,A,0.0,0.0,0.0,,D,0.08,0.05,0.1,,F,1.91,1.77,2.06,,B,6.145818,0.0,17.219049,0.163036,0.75,0.9353354,E,157.5,144.899994,172.799988,0.83,0.83,,,,,,,A,0.975954,0.0,1.0,0.75,0.9361328,A,1e-06,0.93,0.9353354,C,14.741667,3.9,32.0,0.8968716,0.8968716,C,5.41246,1.418099,9.839777,0.136008,0.65,0.65,post-1985,D,commercial,,C_5,Not applied,1263991.0,D,1000.0,1.0,GBP,Metres,0.0,410.0,30536.0,1221.0,0.0,674.0,60.0,0.0,32902.0,32902.0,0.0260299983,1.0,0.0
6,Marsh Rd,Holbeach Hurn,PE12 8JY,1.0,,,East Midlands (England),United Kingdom,52.8231572,0.0656962,4441069,100032161463,2050,ssp370,Undefended,A,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,C,0.0,0.0,0.0,,A,7.014596,0.0,20.174555,0.118228,0.75,0.9353354,E,154.800003,143.099991,170.099991,0.83,0.83,,,,,,,B,1.062358,1.0,1.15,0.75,0.9361328,A,1e-06,0.93,0.9353354,C,14.741667,3.9,32.0,0.8968716,0.8968716,E,6.051168,1.231156,11.182705,0.150587,0.65,0.65,pre-1919,M,residential,SINGLE_RES,C_5,Not applied,317381.0,A,233.8,2.0,GBP,Metres,0.0,0.0,165.0,433.0,0.0,0.0,15.0,0.0,613.0,613.0,0.0019318826,1.0,0.0
7,,,,,,,East Midlands (England),United Kingdom,52.8088689,0.1259753,23062655,100030887449,2050,ssp370,Undefended,A,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,E,0.66,0.54,0.8,,B,7.092901,0.0,19.790695,0.163153,0.75,0.9353354,E,154.800003,143.099991,170.099991,0.83,0.83,,,,,,,B,1.067998,1.0,1.15,0.75,0.9361328,A,6e-06,0.93,0.9353354,C,14.741667,3.9,32.0,0.8968716,0.8968716,C,5.856081,1.391098,10.201965,0.148126,0.65,0.65,pre-1919,M,residential,SINGLE_RES,C_5,Not applied,268240.0,A,197.6,2.0,GBP,Metres,0.0,0.0,820.0,374.0,0.0,154.0,13.0,0.0,1362.0,1362.0,0.0050762443,1.0,0.0
8,Pinstock Lane,Spalding,PE12 0BT,,,,East Midlands (England),United Kingdom,52.7960426,0.0741809,22823054,100030891649,2050,ssp370,Undefended,A,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,D,0.2,0.14,0.3,,A,7.475255,0.0,21.346676,0.127764,0.75,0.9353354,E,154.800003,143.099991,170.099991,0.83,0.83,,,,,,,C,1.275837,1.15,1.3,0.75,0.9361328,A,3e-06,0.93,0.9353354,C,14.741667,3.9,32.0,0.8968716,0.8968716,E,6.051168,1.231156,11.182705,0.150587,0.65,0.65,pre-1919,M,residential,SINGLE_RES,C_5,Not applied,221542.0,A,163.2,2.0,GBP,Metres,0.0,0.0,275.0,636.0,0.0,0.0,11.0,0.0,922.0,922.0,0.0041622122,1.0,0.0
9,Witham Town,Boston,PE21 9JY,6.0,,,East Midlands (England),United Kingdom,52.9835697,-0.0310725,13519302,200004467536,2050,ssp370,Undefended,A,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,B,0.0,0.0,0.0,,A,4.536222,0.0,13.850307,0.096628,0.75,0.9353354,E,155.699997,143.099991,171.0,0.83,0.83,,,,,,,B,1.045148,1.0,1.15,0.75,0.9361328,A,1e-06,0.93,0.9353354,D,15.108334,3.9,33.0,0.8968716,0.8968716,D,6.225729,1.489006,10.985003,0.13557,0.65,0.65,post-1985,M,agriculture,AGRICULTURE,C_5,Not applied,216142.0,A,171.0,2.0,GBP,Metres,0.0,0.0,35.0,276.0,0.0,0.0,10.0,0.0,321.0,321.0,0.0014866213,1.0,0.0
1,,,,,,,East Midlands (England),United Kingdom,52.7702909069,0.1894779759,23047437,100030889668,2060,ssp370,Undefended,A,A,0.0,0.0,0.0,,D,0.07,0.06,0.07,,E,0.73,0.61,0.88,,A,8.331215,0.0,21.76379,0.101657,0.75,0.9353354,E,157.5,142.199997,175.5,0.83,0.83,,,,,,,B,1.079769,1.0,1.15,0.75,0.9361328,A,3e-06,0.93,0.9353354,D,18.549999,5.0,33.0,0.8968716,0.8968716,C,4.764884,1.252995,9.221139,0.172366,0.65,0.65,pre-1919,M,residential,SINGLE_RES,C_5,Not applied,1119385.0,A,824.6,2.0,GBP,Metres,0.0,256.0,5562.0,1632.0,0.0,0.0,53.0,0.0,7503.0,1501.0,0.0067023904,5.0,0.0
10,Main Rd,Boston,PE22 9AZ,,,,East Midlands (England),United Kingdom,53.0673153,0.1993399,,,2060,ssp370,Undefended,E,A,0.0,0.0,0.0,,D,0.42,0.39,0.43,,F,2.94,2.82,3.04,,B,3.099172,0.0,9.616794,0.170588,0.75,0.9353354,E,159.300003,144.0,176.399994,0.83,0.83,,,,,,,B,1.008959,1.0,1.15,0.75,0.9361328,A,1e-06,0.93,0.9353354,A,5.691667,0.0,11.1,0.8968716,0.8968716,C,4.753604,1.123173,8.705195,0.159901,0.65,0.65,post-1985,D,commercial,,C_5,Not applied,1263991.0,D,1000.0,1.0,GBP,Metres,0.0,2064.0,174250.0,1398.0,0.0,859.0,60.0,0.0,178631.0,178631.0,0.1413231048,1.0,0.0
2,,,,,,,East Midlands (England),United Kingdom,52.8408284176,0.1697058665,23337180,200001147586,2060,ssp370,Undefended,B,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,F,1.59,1.45,1.79,,A,6.874485,0.0,18.587519,0.138198,0.75,0.9353354,E,157.5,142.199997,175.5,0.83,0.83,,,,,,,A,0.979469,0.0,1.0,0.75,0.9361328,A,1e-06,0.93,0.9353354,D,18.549999,5.0,33.0,0.8968716,0.8968716,C,4.764884,1.252995,9.221139,0.172366,0.65,0.65,post-1985,A,residential,SINGLE_RES,C_4,Not applied,297561.0,A,219.2,1.0,GBP,Metres,0.0,0.0,10585.0,292.0,0.0,0.0,146.0,0.0,11023.0,11023.0,0.03704537,1.0,0.0
3,,,,,,,East Midlands (England),United Kingdom,52.8494594446,0.1414652949,917061,,2060,ssp370,Undefended,A,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,F,1.44,1.27,1.64,,A,6.76203,0.0,18.515261,0.090623,0.75,0.9353354,E,157.5,142.199997,174.599991,0.83,0.83,,,,,,,A,0.97251,0.0,1.0,0.75,0.9361328,A,1e-06,0.93,0.9353354,D,18.116667,5.0,32.0,0.8968716,0.8968716,C,4.764884,1.252995,9.221139,0.172366,0.65,0.65,post-1985,M,residential,SINGLE_RES,C_4,Not applied,31765.0,A,23.4,1.0,GBP,Metres,0.0,0.0,624.0,30.0,0.0,0.0,16.0,0.0,670.0,670.0,0.0210773938,1.0,0.0
4,,,,,,,East Midlands (England),United Kingdom,52.8548146185,0.1709734372,22418623,,2060,ssp370,Undefended,E,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,F,1.95,1.82,2.08,,B,6.556378,0.0,17.878567,0.187452,0.75,0.9353354,E,157.5,142.199997,174.599991,0.83,0.83,,,,,,,A,0.97647,0.0,1.0,0.75,0.9361328,A,0.0,0.93,0.9353354,D,18.549999,5.0,33.0,0.8968716,0.8968716,C,4.568396,1.178777,8.340228,0.160691,0.65,0.65,post-1985,M,residential,SINGLE_RES,C_4,Not applied,35838.0,A,26.4,1.0,GBP,Metres,0.0,0.0,3945.0,35.0,0.0,51.0,18.0,0.0,4049.0,4049.0,0.112986728,1.0,0.0
5,Durhams Road,Spalding,PE12 9NJ,5.0,,,East Midlands (England),United Kingdom,52.8607484,0.1335514,,,2060,ssp370,Undefended,B,A,0.0,0.0,0.0,,D,0.09,0.06,0.1,,F,2.04,1.86,2.24,,B,6.535528,0.0,18.094046,0.163036,0.75,0.9353354,E,157.5,142.199997,174.599991,0.83,0.83,,,,,,,A,0.977363,0.0,1.0,0.75,0.9361328,A,1e-06,0.93,0.9353354,D,18.116667,5.0,32.0,0.8968716,0.8968716,C,4.568396,1.178777,8.340228,0.160691,0.65,0.65,post-1985,D,commercial,,C_5,Not applied,1263991.0,D,1000.0,1.0,GBP,Metres,0.0,455.0,35869.0,1228.0,0.0,694.0,60.0,0.0,38306.0,38306.0,0.030305889,1.0,0.0
6,Marsh Rd,Holbeach Hurn,PE12 8JY,1.0,,,East Midlands (England),United Kingdom,52.8231572,0.0656962,4441069,100032161463,2060,ssp370,Undefended,A,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,D,0.02,0.0,0.03,,A,7.584842,0.0,20.613903,0.118228,0.75,0.9353354,E,154.800003,139.5,171.899994,0.83,0.83,,,,,,,B,1.063682,1.0,1.15,0.75,0.9361328,A,1e-06,0.93,0.9353354,D,18.116667,5.0,32.0,0.8968716,0.8968716,C,4.689657,1.11585,9.283745,0.173201,0.65,0.65,pre-1919,M,residential,SINGLE_RES,C_5,Not applied,317381.0,A,233.8,2.0,GBP,Metres,0.0,0.0,210.0,435.0,0.0,0.0,15.0,0.0,660.0,660.0,0.0020795667,1.0,0.0
7,,,,,,,East Midlands (England),United Kingdom,52.8088689,0.1259753,23062655,100030887449,2060,ssp370,Undefended,A,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,E,0.79,0.63,0.98,,B,7.698538,0.0,20.553982,0.163153,0.75,0.9353354,E,154.800003,139.5,171.899994,0.83,0.83,,,,,,,B,1.06934,1.0,1.15,0.75,0.9361328,A,6e-06,0.93,0.9353354,D,18.116667,5.0,32.0,0.8968716,0.8968716,C,4.764884,1.252995,9.221139,0.172366,0.65,0.65,pre-1919,M,residential,SINGLE_RES,C_5,Not applied,268240.0,A,197.6,2.0,GBP,Metres,0.0,0.0,1120.0,376.0,0.0,161.0,13.0,0.0,1670.0,1670.0,0.0062252405,1.0,0.0
8,Pinstock Lane,Spalding,PE12 0BT,,,,East Midlands (England),United Kingdom,52.7960426,0.0741809,22823054,100030891649,2060,ssp370,Undefended,A,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,E,0.28,0.2,0.42,,A,8.16677,0.0,21.692204,0.127764,0.75,0.9353354,E,154.800003,139.5,171.899994,0.83,0.83,,,,,,,C,1.277136,1.15,1.3,0.75,0.9361328,A,3e-06,0.93,0.9353354,D,18.116667,5.0,32.0,0.8968716,0.8968716,C,4.689657,1.11585,9.283745,0.173201,0.65,0.65,pre-1919,M,residential,SINGLE_RES,C_5,Not applied,221542.0,A,163.2,2.0,GBP,Metres,0.0,0.0,334.0,638.0,0.0,0.0,11.0,0.0,983.0,983.0,0.0044383023,1.0,0.0
9,Witham Town,Boston,PE21 9JY,6.0,,,East Midlands (England),United Kingdom,52.9835697,-0.0310725,13519302,200004467536,2060,ssp370,Undefended,A,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,C,0.0,0.0,0.02,,A,4.330419,0.0,15.62197,0.096628,0.75,0.9353354,E,155.699997,141.300003,172.799988,0.83,0.83,,,,,,,B,1.046533,1.0,1.15,0.75,0.9361328,A,1e-06,0.93,0.9353354,D,18.799999,5.0,35.099998,0.8968716,0.8968716,C,4.804115,1.178869,8.760688,0.163423,0.65,0.65,post-1985,M,agriculture,AGRICULTURE,C_5,Not applied,216142.0,A,171.0,2.0,GBP,Metres,0.0,0.0,43.0,277.0,0.0,0.0,10.0,0.0,330.0,330.0,0.001526505,1.0,0.0
1,,,,,,,East Midlands (England),United Kingdom,52.7702909069,0.1894779759,23047437,100030889668,2070,ssp370,Undefended,A,A,0.0,0.0,0.0,,D,0.07,0.06,0.07,,F,0.82,0.68,1.02,,A,10.37856,0.0,24.900314,0.101657,0.75,0.9353354,E,157.5,139.5,180.899994,0.83,0.83,,,,,,,B,1.083823,1.0,1.15,0.75,0.9361328,A,3e-06,0.93,0.9353354,D,23.1,8.8,43.099998,0.8968716,0.8968716,D,5.028482,1.176664,9.222528,0.151496,0.65,0.65,pre-1919,M,residential,SINGLE_RES,C_5,Not applied,1119385.0,A,824.6,2.0,GBP,Metres,0.0,256.0,7057.0,1657.0,0.0,0.0,53.0,0.0,9023.0,1805.0,0.0080605771,5.0,0.0
10,Main Rd,Boston,PE22 9AZ,,,,East Midlands (England),United Kingdom,53.0673153,0.1993399,,,2070,ssp370,Undefended,E,A,0.0,0.0,0.0,,D,0.42,0.4,0.43,,F,3.01,2.88,3.14,,B,4.783052,0.0,12.503201,0.170588,0.75,0.9353354,E,159.300003,141.300003,181.799988,0.83,0.83,,,,,,,B,1.012716,1.0,1.15,0.75,0.9361328,A,1e-06,0.93,0.9353354,B,9.7,1.0,26.0,0.8968716,0.8968716,C,4.402419,1.069171,8.52129,0.161146,0.65,0.65,post-1985,D,commercial,,C_5,Not applied,1263991.0,D,1000.0,1.0,GBP,Metres,0.0,2064.0,188377.0,1419.0,0.0,944.0,60.0,0.0,192865.0,192865.0,0.1525840086,1.0,0.0
2,,,,,,,East Midlands (England),United Kingdom,52.8408284176,0.1697058665,23337180,200001147586,2070,ssp370,Undefended,B,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,F,1.72,1.53,1.96,,A,8.833357,0.0,21.539869,0.138198,0.75,0.9353354,E,157.5,139.5,180.899994,0.83,0.83,,,,,,,A,0.983425,0.0,1.0,0.75,0.9361328,A,1e-06,0.93,0.9353354,D,23.1,8.8,43.099998,0.8968716,0.8968716,D,5.028482,1.176664,9.222528,0.151496,0.65,0.65,post-1985,A,residential,SINGLE_RES,C_4,Not applied,297561.0,A,219.2,1.0,GBP,Metres,0.0,0.0,13488.0,296.0,0.0,0.0,146.0,0.0,13930.0,13930.0,0.0468149364,1.0,0.0
3,,,,,,,East Midlands (England),United Kingdom,52.8494594446,0.1414652949,917061,,2070,ssp370,Undefended,A,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,F,1.58,1.37,1.83,,A,8.699631,0.0,21.332695,0.090623,0.75,0.9353354,E,157.5,139.5,180.899994,0.83,0.83,,,,,,,A,0.976461,0.0,1.0,0.75,0.9361328,A,1e-06,0.93,0.9353354,D,22.566668,7.9,43.0,0.8968716,0.8968716,D,5.028482,1.176664,9.222528,0.151496,0.65,0.65,post-1985,M,residential,SINGLE_RES,C_4,Not applied,31765.0,A,23.4,1.0,GBP,Metres,0.0,0.0,724.0,31.0,0.0,0.0,16.0,0.0,771.0,771.0,0.0242752468,1.0,0.0
4,,,,,,,East Midlands (England),United Kingdom,52.8548146185,0.1709734372,22418623,,2070,ssp370,Undefended,E,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,F,2.04,1.88,2.21,,B,8.500439,0.0,20.794075,0.187452,0.75,0.9353354,E,157.5,139.5,180.899994,0.83,0.83,,,,,,,A,0.980407,0.0,1.0,0.75,0.9361328,A,0.0,0.93,0.9353354,D,23.1,8.8,43.099998,0.8968716,0.8968716,C,4.788248,1.173115,8.737895,0.151087,0.65,0.65,post-1985,M,residential,SINGLE_RES,C_4,Not applied,35838.0,A,26.4,1.0,GBP,Metres,0.0,0.0,4231.0,35.0,0.0,54.0,18.0,0.0,4337.0,4337.0,0.1210267774,1.0,0.0
5,Durhams Road,Spalding,PE12 9NJ,5.0,,,East Midlands (England),United Kingdom,52.8607484,0.1335514,,,2070,ssp370,Undefended,B,A,0.0,0.0,0.0,,D,0.09,0.07,0.1,,F,2.17,1.96,2.43,,B,8.458853,0.0,20.819521,0.163036,0.75,0.9353354,E,157.5,139.5,180.899994,0.83,0.83,,,,,,,A,0.981307,0.0,1.0,0.75,0.9361328,A,1e-06,0.93,0.9353354,D,22.566668,7.9,43.0,0.8968716,0.8968716,C,4.788248,1.173115,8.737895,0.151087,0.65,0.65,post-1985,D,commercial,,C_5,Not applied,1263991.0,D,1000.0,1.0,GBP,Metres,0.0,455.0,42984.0,1248.0,0.0,791.0,60.0,0.0,45539.0,45539.0,0.0360276836,1.0,0.0
6,Marsh Rd,Holbeach Hurn,PE12 8JY,1.0,,,East Midlands (England),United Kingdom,52.8231572,0.0656962,4441069,100032161463,2070,ssp370,Undefended,A,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,E,0.1,0.04,0.37,,A,9.511408,0.0,23.403666,0.118228,0.75,0.9353354,E,154.800003,137.699997,177.299988,0.83,0.83,,,,,,,B,1.06769,1.0,1.15,0.75,0.9361328,A,1e-06,0.93,0.9353354,D,22.566668,7.9,43.0,0.8968716,0.8968716,C,4.98435,1.195006,9.177488,0.154562,0.65,0.65,pre-1919,M,residential,SINGLE_RES,C_5,Not applied,317381.0,A,233.8,2.0,GBP,Metres,0.0,0.0,361.0,442.0,0.0,0.0,15.0,0.0,818.0,818.0,0.0025767261,1.0,0.0
